Tm,Win,Pos,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
MIA,44,1,10.2,22.7,0.449339207,2.3,6.3,0.365079365,7.9,16.4,0.481707317,0.5,4.6,5.7,0.807017544,1.1,5.3,6.5,7.6,1.3,0.3,3.5,3.8,27.4,108,109
PHI,52,1,3.2,22.4,0.142857143,0,9.6,0,3.2,12.8,0.25,0.142857143,0,0,0,3.2,0,3.2,6.4,0,0,3.2,6.4,6.4,51,114
NOP,48,1,5.2,14.8,0.351351351,2.6,5.2,0.5,2.6,9.5,0.273684211,0.439189189,0,0,0,1.7,0,1.7,6.9,0,0,1.7,3.5,13,101,118
DET,39,5,8.9,16.7,0.532934132,0,0.2,0,8.9,16.5,0.539393939,0.532934132,4.5,7.5,0.6,7.6,16.1,23.7,4.5,2.2,2.4,3.8,4.8,22.3,113,99
PHO,21,4,3.3,8.5,0.388235294,2,5.6,0.357142857,1.3,2.9,0.448275862,0.505882353,1.9,2.4,0.791666667,0.6,6,6.6,5.4,1.7,0.8,2,5.9,10.6,110,113
CHI,27,1,9.2,21.3,0.431924883,1.4,4.3,0.325581395,7.8,17,0.458823529,0.464788732,2.7,3.6,0.75,0.8,6.3,7.1,9.9,3.3,0.9,4.8,5.6,22.4,96,107
GSW,58,3,13.1,25.3,0.517786561,3.6,8.6,0.418604651,9.5,16.8,0.56547619,0.588932806,7.4,8.4,0.880952381,0.6,9,9.6,7.6,1,2.5,4.3,2.8,37.1,119,107
BOS,55,3,0,8.3,0,0,8.3,0,0,0,0,0,0,0,0,0,8.3,8.3,0,8.3,0,0,0,0,0,90
CHI,27,3,0,16.3,0,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
DET,39,4,8,22.1,0.36199095,3,9.1,0.32967033,5,13,0.384615385,0.429864253,3.8,4.4,0.863636364,1.5,10.8,12.3,3,0.8,0,2.7,3.3,22.9,95,108
MIA,44,2,7,17.2,0.406976744,5.6,14.2,0.394366197,1.4,3,0.466666667,0.569767442,1.6,1.9,0.842105263,0.6,4.8,5.4,1.9,1.3,0.2,1.3,2.3,21.3,113,110
PHI,52,5,12.8,26.6,0.481203008,1.7,5.4,0.314814815,11.2,21.2,0.528301887,0.513157895,9,11.7,0.769230769,3.6,13.8,17.4,5,1,2.8,5.9,5.3,36.3,106,100
MEM,22,3,5.2,10.7,0.485981308,1.4,4,0.35,3.7,6.6,0.560606061,0.551401869,3.1,3.5,0.885714286,2.5,5,7.5,2.4,1.5,0.6,1.8,3.9,14.9,118,113
DET,39,3,6.7,14.7,0.455782313,1.9,6.2,0.306451613,4.8,8.4,0.571428571,0.520408163,3,3.9,0.769230769,1.8,4.3,6.1,2,1.4,0.5,1.6,4.8,18.3,111,110
LAL,35,1,6.6,15.7,0.420382166,1,3.9,0.256410256,5.6,11.8,0.474576271,0.452229299,1.5,2,0.75,1.3,5.3,6.7,7.4,2.1,0.7,2.7,5.3,15.7,101,108
LAC,42,1,5.6,15.8,0.35443038,0.9,3.4,0.264705882,4.6,12.4,0.370967742,0.382911392,2.4,3.1,0.774193548,0.6,4.7,5.3,6.3,2.3,0.4,2.8,6.1,14.4,90,111
ATL,24,3,9.8,9.8,1,0,0,0,9.8,9.8,1,1,0,0,0,9.8,0,9.8,0,0,0,9.8,9.8,19.5,96,119
MEM,22,1,11.5,25.5,0.450980392,3.6,9,0.4,7.9,16.5,0.478787879,0.521568627,5.2,6.6,0.787878788,1.4,7,8.3,8.5,1.8,0.5,3.7,3,31.8,111,111
UTA,48,1,9,18.6,0.483870968,1.1,3.8,0.289473684,7.9,14.7,0.537414966,0.51344086,5.3,6.6,0.803030303,0.9,4.7,5.5,9.2,1.7,0.6,4.3,4.3,24.3,110,106
DEN,46,4,8.2,15.9,0.51572327,0,0.1,0,8.2,15.8,0.518987342,0.51572327,3.9,5.5,0.709090909,7.3,9.1,16.5,1.9,1.3,1.4,2.5,5.5,20.2,116,110
UTA,48,5,9.2,16.4,0.56097561,0.3,1.5,0.2,8.9,14.9,0.597315436,0.570121951,3.3,5,0.66,4.6,8.2,12.9,2.4,1.3,1.9,2,3.8,22,119,104
CHI,27,1,7.3,24,0.304166667,1.5,6.6,0.227272727,5.8,17.5,0.331428571,0.335416667,4,4.4,0.909090909,0.4,4.7,5.1,7.3,1.1,0.4,5.5,4,20,77,114
DET,39,1,8.3,33.3,0.249249249,0,8.3,0,8.3,24.9,0.333333333,0.249249249,0,0,0,16.6,16.6,33.3,0,0,0,8.3,0,16.6,65,107
CHI,27,5,6.3,10.7,0.588785047,0,0.1,0,6.3,10.6,0.594339623,0.588785047,2.7,4,0.675,4.1,7.5,11.6,2.7,0.8,0.5,2.7,5.2,15.4,114,113
OKC,48,1,8.1,20.1,0.402985075,2.9,8.4,0.345238095,5.2,11.7,0.444444444,0.475124378,1.3,1.6,0.8125,0.9,4.8,5.7,7.4,1.8,0.6,2.8,3.3,20.5,105,109
OKC,48,2,4.6,11,0.418181818,2.6,7.8,0.333333333,2,3.2,0.625,0.536363636,0.6,0.7,0.857142857,1.2,1.8,3.1,1.2,1.6,0.7,0.7,5.4,12.3,115,111
DAL,24,2,6.8,16.1,0.422360248,2.9,7.9,0.367088608,3.9,8.2,0.475609756,0.51242236,1.8,2.3,0.782608696,0.6,4.9,5.5,4.4,1.4,0.2,1.7,3.4,18.4,107,112
DAL,24,4,5.2,13.6,0.382352941,2.2,7.5,0.293333333,2.9,6.1,0.475409836,0.463235294,1.2,1.7,0.705882353,2.5,5.9,8.4,2.9,1.1,0.4,2.4,4.8,13.8,96,111
SAS,47,2,7,16.6,0.421686747,3,7.6,0.394736842,4,9,0.444444444,0.512048193,1.6,2.4,0.666666667,0.4,3.3,3.7,2.7,0.9,0.1,1.2,3.6,18.5,106,110
ORL,25,3,9.8,21.4,0.457943925,3.4,8.9,0.382022472,6.4,12.4,0.516129032,0.537383178,4,4.6,0.869565217,0.6,4.2,4.8,4.4,1.3,0.4,2.5,3.7,27,110,113
SAC,27,1,8.2,19.9,0.412060302,1.2,3.8,0.315789474,7,16.1,0.434782609,0.442211055,3.5,4.9,0.714285714,0.8,4.3,5.1,8,1.7,0.5,4.3,4.1,21.1,94,113
WAS,43,1,4,10.2,0.392156863,1,3.3,0.303030303,3,6.9,0.434782609,0.441176471,1.4,1.8,0.777777778,1.1,5.7,6.8,11.5,2.8,0.4,3.4,5.7,10.4,105,107
CLE,50,5,7.6,15.2,0.5,2.7,8.1,0.333333333,4.9,7.1,0.690140845,0.588815789,1.3,1.3,1,0.9,9,9.9,2.5,1.5,1.1,1.5,4.9,19.1,115,110
LAL,35,5,6.4,13.7,0.467153285,2.9,8,0.3625,3.5,5.7,0.614035088,0.572992701,1,1.3,0.769230769,0.6,7.3,8,3.2,0.3,0.3,1.3,4.8,16.6,115,111
PHI,52,2,8.6,21.1,0.407582938,0,0.2,0,8.6,20.9,0.411483254,0.407582938,1.9,4,0.475,2.1,6.1,8.2,10.1,2.3,0.8,3.2,4.2,19,96,105
LAC,42,3,7.4,18.6,0.397849462,2.6,8,0.325,4.8,10.5,0.457142857,0.467741935,5.9,6.3,0.936507937,0.7,6.7,7.3,3,0.9,0.7,1.9,2.2,23.3,111,112
DET,39,2,7.3,19.7,0.370558376,4.3,12.6,0.341269841,2.9,7.1,0.408450704,0.479695431,1.9,2.4,0.791666667,0.8,4.6,5.3,3.4,2,0.3,1,2.3,20.8,106,109
MEM,22,5,9.1,21.7,0.419354839,2.3,6.7,0.343283582,6.8,15,0.453333333,0.47235023,5.9,7.1,0.830985915,1.6,10.8,12.4,6.4,1.1,2.1,4.1,3.9,26.4,104,108
SAS,47,5,8,17.5,0.457142857,1.2,3.3,0.363636364,6.8,14.1,0.482269504,0.491428571,4.4,5.8,0.75862069,3.6,13.7,17.3,6.6,0.7,2.2,3,3.4,21.6,112,102
SAS,47,4,10.4,22,0.472727273,1.5,4.8,0.3125,8.9,17.2,0.51744186,0.506818182,4.6,6,0.766666667,3.1,8.8,11.9,3,1.9,1.6,3.2,4,26.9,106,103
OKC,48,3,9.9,23,0.430434783,4.2,10.5,0.4,5.7,12.5,0.456,0.52173913,5.8,7.1,0.816901408,1.2,6.4,7.7,4.5,2.8,0.7,3.6,4,29.8,112,106
MIN,47,2,4.7,10.7,0.439252336,0.9,3.3,0.272727273,3.8,7.4,0.513513514,0.481308411,2.9,4.7,0.617021277,1.6,2,3.6,1.6,1.3,0,0.7,7.1,13.2,112,116
BOS,55,1,17.5,28.7,0.609756098,7.5,15,0.5,10,13.7,0.729927007,0.740418118,0,0,0,0,3.7,3.7,5,0,0,3.7,6.2,42.5,122,111
MIN,47,4,7.8,13.5,0.577777778,0.1,0.6,0.166666667,7.7,12.9,0.596899225,0.581481481,2.6,3.4,0.764705882,3.6,7.2,10.7,1.8,1.1,1.1,1.6,4,18.3,123,112
SAS,47,2,7.8,18,0.433333333,2.5,7.5,0.333333333,5.3,10.5,0.504761905,0.502777778,4.3,5.1,0.843137255,0.7,4.8,5.5,6.3,1.7,0.6,4.1,4.9,22.4,103,107
UTA,48,5,7.6,12.3,0.617886179,0,0,0,7.6,12.3,0.617886179,0.617886179,5.6,8.3,0.674698795,4.6,12,16.6,2.2,1.2,3.6,3,4.2,20.9,122,99
ORL,25,4,9.6,22.2,0.432432432,2.9,8.8,0.329545455,6.7,13.4,0.5,0.497747748,4,5.8,0.689655172,2.2,9.5,11.7,3.5,1.5,1.2,2.7,2.8,26.2,103,109
HOU,65,2,9.5,22.2,0.427927928,5,13.9,0.35971223,4.5,8.3,0.542168675,0.540540541,4.5,5.5,0.818181818,0.6,3.3,3.9,3.5,1,0.6,3,2.6,28.4,110,110
WAS,43,5,6.9,13.4,0.514925373,0,0,0,6.9,13.4,0.514925373,0.514925373,2.6,3.9,0.666666667,4.3,10.6,14.9,3.6,1,1.5,2.4,4.2,16.5,112,107
CHO,36,2,4.5,10.3,0.436893204,1.9,4.5,0.422222222,2.6,5.8,0.448275862,0.529126214,1.9,2.7,0.703703704,2,3.7,5.6,2.7,1.5,0.1,1.3,5.1,12.7,114,112
OKC,48,4,7.4,13.7,0.540145985,1,3.3,0.303030303,6.4,10.4,0.615384615,0.576642336,4.9,7.2,0.680555556,2.6,7,9.6,1.7,0.9,2.3,1.6,4.7,20.6,122,108
CHI,27,1,6.1,14.6,0.417808219,1.8,5.4,0.333333333,4.3,9.1,0.472527473,0.479452055,4.1,5.4,0.759259259,0.9,4.1,5,9.9,1.8,0.2,2.6,3.8,17.9,112,112
PHO,21,1,6.1,22.8,0.26754386,1.7,7.2,0.236111111,4.5,15.6,0.288461538,0.304824561,3.9,6.1,0.639344262,1.1,4.5,5.6,6.7,4.5,1.1,3.9,4.5,17.8,76,107
SAS,47,2,6.1,15.8,0.386075949,3.3,9,0.366666667,2.8,6.8,0.411764706,0.490506329,1.4,1.8,0.777777778,1.2,5.9,7,3.1,1.8,2.3,2.1,3.4,16.9,100,104
GSW,58,4,5.9,13,0.453846154,1.6,5.4,0.296296296,4.3,7.6,0.565789474,0.515384615,2.8,3.6,0.777777778,1.6,9.7,11.3,10.7,2,1.9,4.3,3.9,16.3,110,105
HOU,65,2,8.9,21.9,0.406392694,5.8,15.8,0.367088608,3.1,6.1,0.508196721,0.538812785,2.7,3.2,0.84375,0.8,6.2,7,1.3,1.3,0.8,1.6,4.6,26.3,109,108
MEM,22,4,7.3,16,0.45625,1.4,4.2,0.333333333,5.9,11.8,0.5,0.5,2.6,3.6,0.722222222,4.8,10.4,15.2,2.6,1,0.8,2.5,5,18.7,108,110
CLE,50,4,7.9,16.6,0.475903614,1.4,4.6,0.304347826,6.5,12,0.541666667,0.518072289,5.4,6.3,0.857142857,1.6,5,6.6,2.7,1.1,0.9,2,4,22.7,115,114
LAC,42,4,10.9,24.7,0.441295547,2.7,8,0.3375,8.2,16.7,0.491017964,0.495951417,7.3,9.3,0.784946237,2,9.2,11.2,7.6,1.3,0.4,4.2,3.3,31.8,110,110
DET,39,4,10.9,25.1,0.434262948,2.8,8.1,0.345679012,8,17,0.470588235,0.490039841,5.2,6.7,0.776119403,1.6,8.3,10,9.3,0.7,0.5,4,3.7,29.8,108,109
OKC,48,2,8.9,19.5,0.456410256,3.5,8.9,0.393258427,5.3,10.6,0.5,0.546153846,0,0,0,0,8.9,8.9,14.2,1.8,0,3.5,3.5,21.3,118,108
NYK,29,2,9.5,22.5,0.422222222,3.4,10.8,0.314814815,6,11.7,0.512820513,0.497777778,3.8,4.7,0.808510638,0.8,5,5.9,4.1,1.6,0.3,2.4,3.2,26.2,106,113
HOU,65,2,12.6,27.9,0.451612903,5.1,13.9,0.366906475,7.4,14,0.528571429,0.543010753,12,14,0.857142857,0.8,6.7,7.5,12.2,2.4,1,6.1,3.3,42.3,120,105
POR,49,3,5.8,11.7,0.495726496,1.9,4.6,0.413043478,3.9,7,0.557142857,0.576923077,1.7,2.3,0.739130435,1.8,4.6,6.4,2.1,1.9,1.7,1.6,4.1,15.2,117,106
LAC,42,5,13.1,20.6,0.63592233,0,0.3,0,13,20.3,0.640394089,0.63592233,5.2,8.3,0.626506024,3.9,7.6,11.5,2.8,1.4,2,2.6,5.4,31.4,124,109
DAL,24,1,7.3,17.7,0.412429379,2.7,7.8,0.346153846,4.6,9.9,0.464646465,0.488700565,5.8,7,0.828571429,0.6,4.7,5.3,5.3,2.1,0.5,3,6.4,23.2,107,110
DEN,46,1,6.4,15.8,0.405063291,3.3,9.5,0.347368421,3.2,6.3,0.507936508,0.509493671,4.6,5.4,0.851851852,0.3,3.6,3.9,6.2,1.3,0.4,2.5,5.1,20.6,115,114
DEN,46,2,9.5,19.5,0.487179487,3.4,8.5,0.4,6.1,11.1,0.54954955,0.574358974,2.9,3.5,0.828571429,0.8,3,3.8,4.2,2.6,0.3,2.6,2.6,25.2,115,112
BRK,28,2,7.5,15.3,0.490196078,3.7,8.8,0.420454545,3.8,6.5,0.584615385,0.611111111,2.1,2.6,0.807692308,1.3,5.1,6.4,3.1,0.9,0.5,2.2,3.8,20.8,116,113
DET,39,4,10.2,22.6,0.451327434,3.6,8.8,0.409090909,6.6,13.8,0.47826087,0.530973451,3.7,4.3,0.860465116,1.1,6.6,7.8,3,1.1,0.5,1.6,2.9,27.7,113,109
LAC,42,4,10.6,22.5,0.471111111,3.1,7.4,0.418918919,7.6,15.1,0.503311258,0.54,2.8,3.5,0.8,1,7.5,8.5,4.3,1.6,0.9,2.4,3.2,27.2,111,110
DAL,24,2,4.1,14.9,0.275167785,1.9,9.3,0.204301075,2.2,5.6,0.392857143,0.338926174,2.8,3.7,0.756756757,0.9,4.3,5.2,2.4,1.9,0.4,0.6,5.8,12.9,87,110
MEM,22,1,6.9,16.4,0.420731707,1.8,5.4,0.333333333,5.1,10.9,0.467889908,0.475609756,4.7,6.1,0.770491803,0.9,4.1,5,6.7,1.4,1,3.1,5.3,20.3,106,113
PHO,21,1,7.4,15.5,0.477419355,0.7,3.2,0.21875,6.6,12.2,0.540983607,0.5,3.5,4.7,0.744680851,1.1,6.5,7.6,6.9,3.2,0.9,2.7,5.2,18.9,109,109
LAL,35,2,5.8,12.3,0.471544715,2.6,6.5,0.4,3.2,5.8,0.551724138,0.577235772,2.2,3.1,0.709677419,1.4,7.2,8.6,2.6,1.5,0.5,1.5,3.5,16.2,116,109
MIA,44,5,2.1,10.5,0.2,0.7,5.6,0.125,1.4,4.9,0.285714286,0.233333333,0.7,1.4,0.5,2.1,4.9,7,3.5,0,1.4,1.4,2.1,5.6,71,111
LAL,35,3,4.3,13,0.330769231,0,8.7,0,4.3,4.3,1,0.330769231,4.3,4.3,1,0,0,0,8.7,0,0,0,0,13,117,117
TOR,59,3,16.4,16.4,1,16.4,16.4,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,8.2,0,49.3,102,115
SAC,27,3,3.9,13.5,0.288888889,1,5.8,0.172413793,2.9,7.7,0.376623377,0.325925926,0,1,0,1.9,8.7,10.6,1.9,1,1.4,0.5,3.9,8.7,77,111
BOS,55,3,10,20,0.5,0,10,0,10,10,1,0.5,0,0,0,0,10,10,0,0,0,0,10,20,99,107
DET,39,2,7.1,14.3,0.496503497,7.1,14.3,0.496503497,0,0,0,0.744755245,0,0,0,0,0,0,0,0,0,0,0,21.4,143,116
MEM,22,3,5.5,14.6,0.376712329,2.5,7.8,0.320512821,2.9,6.8,0.426470588,0.462328767,0.8,1.3,0.615384615,1.3,3.7,5.1,2.9,4.1,0.8,2.5,3.7,14.3,91,107
MIL,44,5,7.3,12.7,0.57480315,0,0.2,0,7.2,12.5,0.576,0.57480315,2.3,4,0.575,3.8,9.2,13,2.9,1.1,2.8,2.1,5.1,16.8,115,108
DEN,46,4,5.2,13.4,0.388059701,2.5,8.9,0.280898876,2.7,4.5,0.6,0.481343284,1.8,2.1,0.857142857,3.2,6.4,9.7,2.1,1.1,0.5,1.6,4.5,14.7,109,113
NYK,29,5,10.4,17.2,0.604651163,0.2,1.1,0.181818182,10.2,16.2,0.62962963,0.610465116,2.6,6,0.433333333,4.7,9.6,14.3,4.5,1.7,1.5,5.5,6.8,23.6,102,108
CHO,36,5,7.8,15.5,0.503225806,0.7,1.3,0.538461538,7.1,14.1,0.503546099,0.525806452,8.7,11.5,0.756521739,7.3,14.3,21.6,2.2,1.9,1.7,1.7,6,25.1,131,104
ORL,25,3,8.1,18.2,0.445054945,2.7,7.9,0.341772152,5.4,10.3,0.524271845,0.519230769,2.5,3.1,0.806451613,1.2,7.1,8.3,3.1,2.4,0.9,2.5,4,21.3,103,108
NYK,29,4,6.8,14.9,0.456375839,0.4,1.9,0.210526316,6.4,13,0.492307692,0.469798658,2.5,3.7,0.675675676,2.1,6.4,8.5,3.3,0.4,0.8,3.3,9.3,16.5,95,113
SAC,27,2,10.4,23.3,0.446351931,4.4,10.2,0.431372549,6,13.1,0.458015267,0.540772532,1.8,2,0.9,1.4,6.3,7.7,3.9,2.1,0.5,3.1,3.7,27,104,111
HOU,65,5,8.8,15.5,0.567741935,0,0.1,0,8.8,15.4,0.571428571,0.567741935,4.4,6.9,0.637681159,3.5,7.9,11.4,2.9,1.8,0.9,2.5,8,22.1,117,105
SAC,27,1,6.8,14.4,0.472222222,2.6,5.7,0.456140351,4.2,8.8,0.477272727,0.5625,3.4,4.4,0.772727273,1,4.2,5.2,5.3,1.7,0.5,2.7,3.3,19.5,113,113
CLE,50,1,6.1,13.7,0.445255474,2,5.6,0.357142857,4.1,8.1,0.50617284,0.518248175,2.4,3,0.8,1.5,3.2,4.7,4.9,1.6,1.1,2.1,3.9,16.5,112,113
NOP,48,3,2.8,10.5,0.266666667,1,5.4,0.185185185,1.8,5.1,0.352941176,0.314285714,0.8,1.5,0.533333333,2.3,6.9,9.2,5.6,1.8,0.3,2.3,5.6,7.4,84,109
SAS,47,2,2.7,10.1,0.267326733,0,3.2,0,2.7,6.9,0.391304348,0.267326733,3.2,3.7,0.864864865,0,3.7,3.7,5.9,1.1,0,2.1,3.7,8.5,84,110
NOP,48,2,10,20.3,0.492610837,2,5.8,0.344827586,8.1,14.5,0.55862069,0.541871921,3,3.9,0.769230769,1,4.9,6,7.9,2,1,3.5,3.3,25.1,110,109
CHI,27,2,6.3,16.9,0.372781065,3.5,9.7,0.360824742,2.8,7.2,0.388888889,0.476331361,2.9,3.5,0.828571429,0.7,5.6,6.3,3.3,1.7,0.7,2,2.9,18.9,100,111
CLE,50,3,4.8,16.6,0.289156627,3.1,10.1,0.306930693,1.7,6.5,0.261538462,0.38253012,2.5,3.7,0.675675676,1.7,5.1,6.8,1.4,2,0.6,2.3,2.8,15.2,84,112
BRK,28,3,8.6,18.3,0.469945355,0.3,1.4,0.214285714,8.3,16.9,0.49112426,0.478142077,6.3,8,0.7875,2.6,9.1,11.6,4.2,1.6,1.2,3.1,3.7,23.9,108,109
PHI,52,5,8.7,15.5,0.561290323,0.3,2,0.15,8.4,13.5,0.622222222,0.570967742,2.4,3.6,0.666666667,3.7,9.9,13.6,3.9,1.3,1.9,1.6,6.3,20.1,121,103
UTA,48,2,10.8,25.5,0.423529412,4.7,12.1,0.388429752,6.1,13.4,0.455223881,0.515686275,3.9,4.5,0.866666667,0.6,4.5,5.1,3,1.4,0.3,2.9,3,30.3,104,107
CLE,50,2,8.1,18.3,0.442622951,2.3,6.5,0.353846154,5.8,11.8,0.491525424,0.505464481,2.4,2.9,0.827586207,0.7,4.2,5,2.8,1.4,0.5,0.6,3.8,20.9,111,114
DAL,24,2,0,6.3,0,0,0,0,0,6.3,0,0,6.3,12.5,0.504,0,0,0,6.3,0,0,6.3,0,6.3,53,118
BOS,55,5,8.1,16.5,0.490909091,2.1,5,0.42,5.9,11.6,0.50862069,0.554545455,2.1,2.6,0.807692308,2.3,9.4,11.6,7.4,0.9,1.7,2.9,3,20.3,115,103
PHO,21,2,6.7,15.3,0.437908497,1.8,6.9,0.260869565,4.9,8.4,0.583333333,0.496732026,3,3.7,0.810810811,1.5,7.5,9,3,0.8,0.7,1.3,2.7,18.1,111,114
CHO,36,5,10,18,0.555555556,0,0.1,0,10,17.9,0.558659218,0.555555556,6.6,11.5,0.573913043,5,15,20,2.1,1,2.6,4.1,4.9,26.7,108,104
OKC,48,4,3,9.2,0.326086957,1.7,5.8,0.293103448,1.4,3.4,0.411764706,0.418478261,0.3,1,0.3,2.1,6,8.1,1,0.8,2.2,1.3,4.1,8,91,109
HOU,65,2,7.7,21.9,0.351598174,3.3,15.3,0.215686275,4.4,6.6,0.666666667,0.426940639,2.2,2.2,1,0,5.5,5.5,3.3,3.3,0,2.2,7.7,20.8,92,105
MEM,22,4,21.7,36.1,0.601108033,0,0,0,21.7,36.1,0.601108033,0.601108033,0,0,0,14.4,7.2,21.7,0,0,7.2,7.2,0,43.3,104,107
TOR,59,4,8.9,18.5,0.481081081,2.5,7,0.357142857,6.4,11.5,0.556521739,0.548648649,2.2,2.8,0.785714286,1.8,9.4,11.3,1.5,0.7,2.3,2.1,4.9,22.6,109,105
GSW,58,3,4.4,9.5,0.463157895,1,3.5,0.285714286,3.4,6,0.566666667,0.515789474,1.6,2.6,0.615384615,1.5,5.8,7.3,6.2,1.6,1.1,2,2.9,11.4,113,109
ATL,24,4,7.6,16.7,0.45508982,2.5,7.1,0.352112676,5.1,9.6,0.53125,0.52994012,3,3.7,0.810810811,3.1,7.4,10.4,2.1,1.8,0.7,1.8,3.8,20.8,113,110
PHI,52,4,8.1,18.4,0.440217391,2.6,7.2,0.361111111,5.5,11.2,0.491071429,0.510869565,2.9,3.9,0.743589744,3.8,9.5,13.4,3.4,1.5,0.8,2.5,5.6,21.6,109,104
UTA,48,3,6.5,14,0.464285714,4,9,0.444444444,2.5,4.9,0.510204082,0.607142857,1.3,1.6,0.8125,0.5,6.2,6.7,7.6,1.8,0.4,3.1,3.5,18.3,115,106
LAL,35,2,6,12.7,0.472440945,3.7,6.7,0.552238806,2.2,6,0.366666667,0.618110236,2.2,2.2,1,0.7,3.7,4.5,5.2,2.2,2.2,2.2,2.2,17.9,124,107
LAL,35,3,8.7,18.4,0.472826087,1,2.5,0.4,7.7,15.9,0.48427673,0.5,4.7,6.8,0.691176471,1.4,6.2,7.6,5.6,1.1,1,3.6,3.9,23,104,109
BOS,55,1,13.8,28.1,0.491103203,4.3,10.5,0.40952381,9.5,17.6,0.539772727,0.567615658,6,6.8,0.882352941,0.9,5,5.9,7.9,1.7,0.4,3.6,3.2,37.9,118,106
ORL,25,4,5,13.2,0.378787879,1.5,4.2,0.357142857,3.6,9,0.4,0.435606061,1.7,2.3,0.739130435,1.5,7.6,9,1.6,3,2.7,2.5,4.4,13.2,87,104
ORL,25,3,4.5,10.5,0.428571429,0.4,2.2,0.181818182,4,8.3,0.481927711,0.447619048,1.6,2.3,0.695652174,1.7,4.8,6.6,2.7,1.6,0.6,1.4,3.9,11,100,112
NYK,29,1,6.1,14.2,0.429577465,0.8,2.8,0.285714286,5.3,11.4,0.464912281,0.457746479,2,2.4,0.833333333,0.7,5.4,6.1,11.1,1.1,0.1,3.7,3.1,14.9,103,114
HOU,65,1,4.2,12.7,0.330708661,1.4,5.6,0.25,2.8,7,0.4,0.385826772,1.4,2.8,0.5,2.8,1.4,4.2,1.4,0,0,1.4,5.6,11.2,91,114
HOU,65,1,3.1,10.9,0.28440367,0,4.7,0,3.1,6.2,0.5,0.28440367,0,0,0,3.1,5.5,8.6,3.9,3.1,0.8,7,4.7,6.2,58,104
PHI,52,1,8.5,11.3,0.752212389,2.8,2.8,1,5.7,8.5,0.670588235,0.876106195,2.8,5.7,0.49122807,2.8,0,2.8,11.3,2.8,0,2.8,2.8,22.6,150,108
PHO,21,3,9.5,22.8,0.416666667,1.4,5.3,0.264150943,8.1,17.5,0.462857143,0.447368421,4.3,6.8,0.632352941,2.3,6.3,8.6,2.9,2,0.9,3.6,5.3,24.7,93,112
SAC,27,3,6.2,14.1,0.439716312,1.9,6.2,0.306451613,4.3,7.9,0.544303797,0.507092199,0.9,1.2,0.75,0.9,5.4,6.3,2.5,0.9,0.4,1.3,2.7,15.2,103,114
DET,39,1,10.2,24,0.425,2.2,7,0.314285714,8.1,16.9,0.479289941,0.470833333,4.7,5.6,0.839285714,1.2,4,5.2,9.9,1.1,0.2,4.1,3.6,27.2,105,111
CLE,50,4,13.9,25.6,0.54296875,2.4,6.6,0.363636364,11.5,19,0.605263158,0.58984375,6.3,8.6,0.73255814,1.6,9.9,11.5,12.1,1.9,1.1,5.6,2.2,36.4,118,109
PHO,21,1,8.7,22.3,0.390134529,1.9,6.9,0.275362319,6.8,15.4,0.441558442,0.432735426,4.6,6,0.766666667,0.9,5.5,6.4,8.6,1.9,0.5,3.4,3.2,23.8,100,113
NOP,48,1,5.3,23.9,0.221757322,0,2.7,0,5.3,21.2,0.25,0.221757322,0,0,0,2.7,0,2.7,15.9,2.7,0,2.7,8,10.6,77,111
IND,48,5,11.5,21.5,0.534883721,0,0.3,0,11.5,21.2,0.54245283,0.534883721,3.1,3.7,0.837837838,3.1,11.7,14.8,3.1,1.7,2.4,2.2,6.8,26,113,104
DEN,46,3,3.6,8.2,0.43902439,0.6,2.1,0.285714286,3,6.1,0.491803279,0.475609756,1.2,2.1,0.571428571,0.6,4.6,5.2,4.6,0.6,0.3,1.5,3.3,9.1,106,115
MIL,44,1,6.6,17.5,0.377142857,2.2,8,0.275,4.4,9.5,0.463157895,0.44,2.4,2.4,1,1.2,6.3,7.5,10.7,1.5,1,4.4,2.7,17.8,99,111
UTA,48,4,7,15.1,0.463576159,2.9,6.9,0.420289855,4.2,8.1,0.518518519,0.559602649,2,2.5,0.8,2.3,8.5,10.9,1.9,1.1,0.5,1.2,5.6,19,118,106
PHI,52,5,5.8,10.7,0.542056075,0.4,1.3,0.307692308,5.3,9.4,0.563829787,0.560747664,2.1,3.5,0.6,5.1,8.5,13.6,4.8,1.8,1.8,2.3,7.9,14,121,103
LAC,42,4,9,14.1,0.638297872,0,1.3,0,9,12.8,0.703125,0.638297872,2.6,2.6,1,2.6,14.1,16.6,1.3,7.7,2.6,5.1,9,20.5,103,90
MEM,22,4,11,26.1,0.421455939,0,0,0,11,26.1,0.421455939,0.421455939,0.8,2.5,0.32,5.9,9.3,15.2,0.8,2.5,3.4,0.8,5.1,22.8,93,105
OKC,48,5,6.8,12,0.566666667,0,0,0,6.8,12,0.566666667,0.566666667,3.4,6.2,0.548387097,4.9,5.5,10.5,2.5,1.8,2.5,0.9,8.3,17,128,106
